QuestionNum,Question,Choice_A,Choice_B,Choice_C,Choice_D,Choice_E,Answer,Explaination,ImageUrl,QuizCode,QuizTitle,QuizDescription
150,A solution architect has created two IAM policies: Policy1 and Policy2. Both policies are attached to an IAM group. A cloud engineer is added as an 1AM user to the 1AM group. Which action will the cloud engineer be able to perform?,Deleting 1AM users,Deleting directories,Deleting Amazon EC2 instances,,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
151,A solutions architect is helping a developer design a new ecommerce shopping cart application using AWS services. The developer is unsure of the current database schema and expects to make changes as the ecommerce site grows. The solution needs to be highly resilient and capable of automatically scaling read and write capacity. Which database solution meets these requirements?,Amazon Aurora PostgreSQL,Amazon DynamoDB with on-demand enabled,Amazon DynamoDB with DynamoDB Streams enabled,Amazon SQS and Amazon Aurora PostgreSQL,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
152,A solutions architect is designing an architecture for a new application that requires low network latency and high network throughput between Amazon EC2 instances. Which component should be included in the architectural design?,An Auto Scaling group with Spot Instance types.,A placement group using a cluster placement strategy.,A placement group using a partition placement strategy.,An Auto Scaling group with On-Demand instance types.,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
153,"A company has a web application with sporadic usage patterns. There is heavy usage at the beginning of each month, moderate usage at the start of each week, and unpredictable usage during the week. The application consists of a web server and a MySQL database server running inside the data center. The company would like to move the application to the AWS Cloud, and needs to select a cost-effective database platform that will not require database modifications. Which solution will meet these requirements?",Amazon DynamoDB,Amazon RDS for MySQL,MySQL-compatible Amazon Aurora Serverless,MySQL deployed on Amazon EC2 in an Auto Scaling group,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
154,A solutions architect is designing a mission-critical web application. It will consist of Amazon EC2 instances behind an Application Load Balancer and a relational database. The database should be highly available and fault tolerant. Which database implementations will meet these requirements? (Select TWO.),Amazon Redshift,Amazon DynamoDB,Amazon RDS for MySQL,MySQL-compatible Amazon Aurora Multi-AZ,Amazon RDS for SQL Server Standard Edition Mufti-AZ,A D,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
155,"A media company is evaluating the possibility of moving its systems to the AWS Cloud. The company needs at least 10 TB of storage with the maximum possible I/O performance for video processing. 300 TB of very durable storage for storing media content, and 900 TB of storage to meet requirements for archival media that is not in use anymore. Which set of services should a solutions architect recommend to meet these requirements?","Amazon EBS for maximum performance, Amazon S3 for durable data storage, and Amazon S3 Glacier for archival storage","Amazon EBS for maximum performance. Amazon EFS for durable data storage, and Amazon S3 Glacier for archival storage","Amazon EC2 instance store for maximum performance, Amazon EFS for durable data storage, and Amazon S3 for archival storage","Amazon EC2 instance store for maximum performance, Amazon S3 for durable data storage, and Amazon S3 Glacier for archival storage",,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
156,"A company hosts an application on an Amazon EC2 instance that requires a maximum of 200 GB storage space. The application is used infrequently, with peaks during mornings and evenings. Disk I/O varies, but peaks at 3,000 IOPS. The chief financial officer of the company is concerned about costs and has asked a solutions architect to recommend the most cost-effective storage option that does not sacrifice performance. Which solution should the solutions architect recommend?",Amazon EBS Cold HDD (sc1),Amazon EBS General Purpose SSD (gp2),Amazon EBS Provisioned IOPS SSD (io1),Amazon EBS Throughput Optimized HDD (st1),,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
157,A company delivers files in Amazon S3 to certain users who do not have AWS credentials. These users must be given access for a limited lime. What should a solutions architect do to securely meet these requirements?,Enable public access on an Amazon S3 bucket.,Generate a presigned URL to share with the users.,Encrypt files using AWS KMS and provide keys to the users.,Create and assign 1AM roles that will grant GetObject permissions to the users.,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
158,"A leasing company generates and emails PDF statements every month for all its customers. Each statement is about 400 KB in size. Customers can download their statements from the website for up to 30 days from when the statements were generated. At the end of their 3-year lease, the customers are emailed a ZIP file that contains all the statements. What is the MOST cost-effective storage solution for this situation?",Store the statements using the Amazon S3 Standard storage class. Create a lifecycle policy to move the statements to Amazon S3 Glacier storage after 1 day.,Store the statements using the Amazon S3 Glacier storage class. Create a lifecycle policy to move the statements to Amazon S3 Glacier Deep Archive storage after 30 days.,Store the statements using the Amazon S3 Standard storage class. Create a lifecycle policy to move the statements to Amazon S3 One Zone- Infrequent Access (S3 One Zone-IA) storage after 30 days.,Store the statements using the Amazon S3 Standard-Infrequent Access (S3 Standard-IA) storage class. Create a lifecycle policy to move the statements to Amazon S3 Glacier storage after 30 days.,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
159,A solutions architect is moving the static content from a public website hosted on Amazon EC2 instances to an Amazon S3 bucket. An Amazon CloudFront distribution will be used to deliver the static assets. The security group used by the EC2 instances restricts access to a limited set of IP ranges. Access to the static content should be similarly restricted. Which combination of steps will meet these requirements? (Select TWO.),Create an origin access identity (OAI) and associate it with the distribution. Change the permissions in the bucket policy so that only the OAI can read the objects.,Create an AWS WAF web ACL that includes the same IP restrictions that exist in the EC2 security group. Associate this new web ACL with the CloudFront distribution.,Create a new security group that includes the same IP restrictions that exist in the current EC2 security group. Associate this new security group with the CloudFront distribution.,Create a new security group that includes the same IP restrictions that exist in the current EC2 security group. Associate this new security group with the S3 bucket hosting the static content.,Create a new 1AM role and associate the role with the distribution. Change the permissions either on the S3 bucket or on the files within the S3 bucket so that only the newly created 1AM role has read and download permissions.,C E,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
160,A company has a large Microsoft SharePoint deployment running on-premises that requires Microsoft Windows shared file storage. The company wants to migrate this workload to the AWS Cloud and is considering various storage options. The storage solution must be highly available and integrated with Active Directory for access control. Which solution will satisfy these requirements?,Configure Amazon EFS storage and set the Active Directory domain for authentication.,Create an SMB file share on an AWS Storage Gateway file gateway in two Availability Zones.,Create an Amazon S3 bucket and configure Microsoft Windows Server to mount it as a volume.,Create an Amazon FSx for Windows File Server file system on AWS and set the Active Directory domain for authentication.,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
161,A company runs multiple Amazon EC2 Linux instances in a VPC with applications that use a hierarchical directory structure. The applications need to rapidly and concurrently read and write to shared storage How can this be achieved?,Create an Amazon EFS file system and mount it from each EC2 instance.,Create an Amazon S3 bucket and permit access from all the EC2 instances in the VPC.,Create a file system on an Amazon EBS Provisioned IOPS SSD (io1) volume. Attach the volume to all the EC2 instances.,Create file systems on Amazon EBS volumes attached to each EC2 instance. Synchronize the Amazon EBS volumes across the different EC2 instances.,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
162,A company runs an application using Amazon ECS. The application creates resized versions of an original image and then makes Amazon S3 API calls to store the resized images in Amazon S3. How can a solutions architect ensure that the application has permission to access Amazon S3?,"Update the S3 role in AWS 1AM to allow read/write access from Amazon ECS, and then relaunch the container.","Create an 1AM role with S3 permissions, and then specify that role as the taskRoleArn in the task definition.","Create a security group that allows access from Amazon ECS to Amazon S3, and update the launch configuration used by the ECS cluster.","Create an 1AM user with S3 permissions, and then relaunch the Amazon EC2 instances for the ECS cluster while logged in as this account.",,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
163,A solutions architect has configured the following 1AM policy. Which action will be allowed by the policy?,An AWS Lambda function can be deleted from any network.,An AWS Lambda function can be created from any network.,An AWS Lambda function can be deleted from the 100.220.0.0/20 network.,,,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
164,"A website runs a web application that receives a burst of traffic each day at noon. The users upload new pictures and content daily, but have been complaining of timeouts. The architecture uses Amazon EC2 Auto Scaling groups, and the custom application consistently takes 1 minute to initiate upon boot up before responding to user requests. How should a solutions architect redesign the architecture to better respond to changing traffic?",Configure a Network Load Balancer with a slow start configuration.,Configure AWS ElastiCache for Redis to offload direct requests to the servers.,Configure an Auto Scaling step scaling policy with an instance warmup condition.,Configure Amazon CloudFront to use an Application Load Balancer as the origin.,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
165,"A company has a website running on Amazon EC2 instances across two Availability Zones. The company is expecting spikes in traffic on specific holidays, and wants to provide a consistent user experience. How can a solutions architect meet this requirement?",Use step scaling.,Use simple scaling.,Use lifecycle hooks.,Use scheduled scaling.,,D,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
166,"A company's web application is running on Amazon EC2 instances behind an Application Load Balancer. The company recently changed its policy, which now requires the application to be accessed from one specific country only. Which configuration will meet this requirement?",Configure the security group for the EC2 instances.,Configure the security group on the Application Load Balancer.,Configure AWS WAF on the Application Load Balancer in a VPC.,Configure the network ACL for the subnet that contains the EC2 instances.,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
167,A company has 150 TB of archived image data stored on-premises that needs to be mowed to the AWS Cloud within the next month. The company's current network connection allows up to 100 Mbps uploads for this purpose during the night only. What is the MOST cost-effective mechanism to move this data and meet the migration deadline?,Use AWS Snowmobile to ship the data to AWS.,Order multiple AWS Snowball devices to ship the data to AWS.,Enable Amazon S3 Transfer Acceleration and securely upload the data.,Create an Amazon S3 VPC endpoint and establish a VPN to upload the data.,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
168,"A three-tier web application processes orders from customers. The web tier consists of Amazon EC2 instances behind an Application Load Balancer, a middle tier of three EC2 instances decoupled from the web tier using Amazon SQS. and an Amazon DynamoDB backend. At peak times, customers who submit orders using the site have to wait much longer than normal to receive confirmations due to lengthy processing times. A solutions architect needs to reduce these processing times. Which action will be MOST effective in accomplishing this?",Replace the SQS queue with Amazon Kinesis Data Firehose.,Use Amazon ElastiCache for Redis in front of the DynamoDB backend tier.,Add an Amazon CloudFront distribution to cache the responses for the web tier.,Use Amazon EC2 Auto Scaling to scale out the middle tier instances based on the SOS queue depth.,,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
169,A company wants to host a web application on AWS that will communicate to a database within a VPC. The application should be highly available. What should a solutions architect recommend?,"Create two Amazon EC2 instances to host the web servers behind a load balancer, and then deploy the database on a large instance.","Deploy a load balancer in multiple Availability Zones with an Auto Scaling group for the web servers, and then deploy Amazon RDS in multiple Availability Zones.","Deploy a load balancer in the public subnet with an Auto Scaling group for the web servers, and then deploy the database on an Amazon EC2 instance in the private subnet.","Deploy two web servers with an Auto Scaling group, configure a domain that points to the two web servers, and then deploy a database architecture in multiple Availability Zones.",,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
170,A company is migrating to the AWS Cloud. A file server is the first workload to migrate. Users must be able to access the file share using the Server Message Block (SMB) protocol. Which AWS managed service meets these requirements?,Amazon EBS,Amazon EC2,Amazon FSx,Amazon S3,,D,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
171,A company has a mobile chat application with a data store based in Amazon DynamoDB. Users would like new messages to be read with as little latency as possible. A solutions architect needs to design an optimal solution that requires minimal application changes. Which method should the solutions architect select?,Configure Amazon DynamoDB Accelerator (DAX) for the new messages table. Update the code to use the DAX endpoint.,Add DynamoDB read replicas to handle the increased read load. Update the application to point to the read endpoint for the read replicas.,Double the number of read capacity units for the new messages table in DynamoDB. Continue to use the existing DynamoDB endpoint.,Add an Amazon ElastiCache for Redis cache to the application stack. Update the application to point to the Redis cache endpoint instead of DynamoDB.,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
172,"A company wants to use an AWS Region as a disaster recovery location for its on-premises infrastructure. The company has 10 TB of existing data, and the on-premise data center has a 1 Gbps internet connection. A solutions architect must find a solution so the company can have its existing data on AWS in 72 hours without transmitting it using an unencrypted channel. Which solution should the solutions architect select?",Send the initial 10 TB of data to AWS using FTP.,Send the initial 10 TB of data to AWS using AWS Snowball.,Establish a VPN connection between Amazon VPC and the company's data center.,Establish an AWS Direct Connect connection between Amazon VPC and the company's data center.,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
173,"A web application runs on Amazon EC2 instances behind an Application Load Balancer. The application allows users to create custom reports of historical weather data. Generating a report can take up to 5 minutes. These long-running requests use many of the available incoming connections, making the system unresponsive to other users. How can a solutions architect make the system more responsive?",Use Amazon SQS with AWS Lambda lo generate reports.,Increase the idle timeout on the Application Load Balancer to 5 minutes.,Update the client-side application code to increase its request timeout to 5 minutes.,Publish the reports to Amazon S3 and use Amazon CloudFront for downloading to the user.,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
174,A company decides to migrate its three-tier web application from on premises to the AWS Cloud. The new database must be capable of dynamically scaling storage capacity and performing table joins. Which AWS service meets these requirements?,Amazon Aurora,Amazon RDS for SqlServer,Amazon DynamoDB Streams,Amazon DynamoDB on-demand,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
175,A company runs a website on Amazon EC2 instances behind an ELB Application Load Balancer. Amazon Route 53 is used for the DNS. The company wants to set up a backup website with a message including a phone number and email address that users can reach if the primary website is down. How should the company deploy this solution?,Use Amazon S3 website hosting for the backup website and Route 53 failover routing policy.,Use Amazon S3 website hosting for the backup website and Route 53 latency routing policy.,Deploy the application in another AWS Region and use ELB health checks for failover routing.,Deploy the application in another AWS Region and use server-side redirection on the primary website.,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
176,A company needs to implement a relational database with a multi-Region disaster recovery Recovery Point Objective (RPO) of 1 second and an Recovery Time Objective (RTO) of 1 minute. Which AWS solution can achieve this?,Amazon Aurora Global Database,Amazon DynamoDB global tables.,Amazon RDS for MySQL with Multi-AZ enabled.,Amazon RDS for MySQL with a cross-Region snapshot copy.,,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
177,"A company running an on-premises application is migrating the application to AWS to increase its elasticity and availability. The current architecture uses a Microsoft SQL Server database with heavy read activity. The company wants to explore alternate database options and migrate database engines, if needed. Every 4 hours, the development team does a full copy of the production database to populate a test database. During this period, users experience latency. What should a solution architect recommend as replacement database?",Use Amazon Aurora with Multi-AZ Aurora Replicas and restore from mysqldump for the test database.,Use Amazon Aurora with Multi-AZ Aurora Replicas and restore snapshots from Amazon RDS for the test database.,"Use Amazon RDS for MySQL with a Multi-AZ deployment and read replicas, and use the standby instance for the test database.","Use Amazon RDS for SQL Server with a Multi-AZ deployment and read replicas, and restore snapshots from RDS for the test database.",,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
178,A company currently stores symmetric encryption keys in a hardware security module (HSM). A solution architect must design a solution to migrate key management to AWS. The solution should allow for key rotation and support the use of customer provided keys. Where should the key material be stored to meet these requirements?,Amazon S3,AWS Secrets Manager,AWS Systems Manager Parameter store,AWS Key Management Service (AWS KMS),,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
179,"A company wants to run a hybrid workload for data processing. The data needs to be accessed by on- premises applications for local data processing using an NFS protocol, and must also be accessible from the AWS Cloud for further analytics and batch processing. Which solution will meet these requirements?","Use an AWS Storage Gateway file gateway to provide file storage to AWS, then perform analytics on this data in the AWS Cloud.","Use an AWS storage Gateway tape gateway to copy the backup of the local data to AWS, then perform analytics on this data in the AWS cloud.","Use an AWS Storage Gateway volume gateway in a stored volume configuration to regularly take snapshots of the local data, then copy the data to AWS.","Use an AWS Storage Gateway volume gateway in a cached volume configuration to back up all the local storage in the AWS cloud, then perform analytics on this data in the cloud.",,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
180,"A company must re-evaluate its need for the Amazon EC2 instances it currently has provisioned in an Auto Scaling group. At present, the Auto Scaling group is configured for minimum of two instances and a maximum of four instances across two Availability zones. A Solutions architect reviewed Amazon CloudWatch metrics and found that CPU utilization is consistently low for the EC2 instances. What should the solutions architect recommend to maximize utilization while ensuring the application remains fault tolerant?",Remove some EC2 instances to increase the utilization of remaining instances.,Increase the Amazon Elastic Block Store (Amazon EBS) capacity of instances with less CPU utilization.,Modify the Auto Scaling group scaling policy to scale in and out based on a higher CPU utilization metric.,Create a new launch configuration that uses smaller instance types. Update the existing Auto Scaling group.,,D,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
181,"A company's website provides users with downloadable historical performance reports. The website needs a solution that will scale to meet the company's website demands globally. The solution should be cost effective, limit the? provisioning of Into and provide the fastest possible response time. Which combination should a solutions architect recommend to meet these requirements?",Amazon CloudFront and Amazon S3,AWS Lambda and Amazon Dynamo,Application Load Balancer with Amazon EC2 Auto Scaling,Amazon Route 53 with internal Application Load Balances,,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
182,"A company is developing a real-time multiplier game that uses UDP for communications between client and servers in an Auto Scaling group Spikes in demand are anticipated during the day, so the game server platform must adapt accordingly. Developers want to store gamer scores and other non- relational data in a database solution that will scale without intervention. Which solution should a solution architect recommend?",Use Amazon Route 53 for traffic distribution and Amazon Aurora Serverless for data storage.,Use a Network Load Balancer for traffic distribution and Amazon DynamoDB on-demand for data storage.,Use a Network Load Balancer for traffic distribution and amazon Aura Global for data storage.,Use an Application Load Balancer for traffic distribution and Amazon DynamoDB global tables for data storage,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
183,"A company currently has 250 TB of backup files stored in Amazon S3 in a vendor's proprietary format. Using a Linux-based software application provided by the vendor, the company wants to retrieve files from Amazon S3, transform the files to an industry-standard format, and re-upload them to Amazon S3. The company wants to minimize the data transfer charges associated with this conversation. What should a solution architect do to accomplish this?",Install the conversion software as an Amazon S3 batch operation so the data is transformed without leaving Amazon S3.,Install the conversion software onto an on-premises virtual machines. Perform the transformation and re-upload the files to Amazon S3 from the virtual machine.,Use AWS Snowball Edge device to expert the data and install the conversion software onto the devices. Perform the data transformation and re- upload the files to Amazon S3 from the Snowball devices.,Launch an Amazon EC2 instance in the same Region as Amazon S3 and install the conversion software onto the instance. Perform the transformation and re-upload the files to Amazon S3 from the EC2 instance.,,D,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
184,A company has an Amazon EC2 instance running on a private subnet that needs to access a public websites to download patches and updates. The company does not want external websites to see the EC2 instance IP address or initiate connection to it. How can a solution architect achieve this objective?,Create a site-to-site VPN connection between the private subnet and the network in which the public site is deployed,Create a NAT gateway in a public subnet Route outbound traffic from the private subnet through the NAI gateway,Create a network ACL for the private subnet where the EC2 instance deployed only allows access from the IP address range of the public website,Create a security group that only allows connections from the IP address range of the public website. Attach the security group to the EC2 instance.,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
185,A company has created an isolated backup of its environment in another Region. The application is running in warm standby mode and is fronted by an Application Load Balancer (ALB). The current failover process is manual and requires updating a DNS alias record to point to the secondary ALB in another Region. What should a solution architect do to automate the failover process?,Enable an ALB health check,Enable an Amazon Route 53 health check.,Crate an CNAME record on Amazon Route 53 pointing to the ALB endpoint.,Create conditional forwarding rules on Amazon Route 53 pointing to an internal BIND DNS server.,,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
186,A company needs to share an Amazon S3 bucket with an external vendor. The bucket owner must be able to access all objects. Which action should be taken to share the S3 bucket?,Update the bucket to be a Requester Pays bucket,Update the bucket to enable cross-origin resource sharing (CPORS),Create a bucket policy to require users to grant bucket-owner-full when uploading objects,Create an IAM policy to require users to grant bucket-owner-full control when uploading objects.,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
187,A company uses Amazon S3 as its object storage solution. The company has thousands of S3 it uses to store data. Some of the S3 bucket have data that is accessed less frequently than others. A solutions architect found that lifecycle policies are not consistently implemented or are implemented partially. resulting in data being stored in high-cost storage. Which solution will lower costs without compromising the availability of objects?,Use S3 ACLs,Use Amazon Elastic Block Store EBS) automated snapshots,Use S3 inteligent-Tiering storage,Use S3 One Zone-infrequent Access (S3 One Zone-IA).,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
188,A solution architect is performing a security review of a recently migrated workload. The workload is a web application that consists of amazon EC2 instances in an Auto Scaling group behind an Application Load balancer. The solution architect must improve the security posture and minimize the impact of a DDoS attack on resources. Which solution is MOST effective?,Configure an AWS WAF ACL with rate-based rules Create an Amazon CloudFront distribution that points to the Application Load Balancer. Enable the EAF ACL on the CloudFront distribution ,Create a custom AWS Lambda function that adds identified attacks into a common vulnerability pool to capture a potential DDoS attack. use the identified information to modify a network ACL to block access. ,Enable VPC Flow Logs and store then in Amazon S3. Create a custom AWS Lambda functions that parses the logs looking for a DDoS attack. Modify a network ACL to block identified source IP addresses. ,"Enable Amazon GuardDuty and , configure findings written 10 Amazon GloudWatch Create an event with Cloud Watch Events for DDoS alerts that triggers Amazon Simple Notification Service (Amazon SNS) Have Amzon SNS invoke a custom AWS lambda function that parses the logs looking for a DDoS attack Modify a network ACL to block identified source IP addresses ",,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
189,A company has a custom application running on an Amazon EC2 instance that: - Reads a large amount of data from Amazon S3 - Performs a multi stage analysis - Writes the results to Amazon DynamoDB The application writes a significant number of large temporary files during the multi stage analysis The process performance depends on the temporary storage performance. What would be the fastest storage option for holding the temporary files?,Multiple Amazon S3 buckets with Transfer Acceleration for storage,Multiple Amazon EBS drives with Provisioned IOPS and EBS optimization,Multiple Amazon EFS volumes using the Network I lie System version 4.1 (NFSv4.1) protocol.,Multiple instance store volumes with software RAID 0.,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
190,A solution architect must migrate a Windows internet information Services (IIS) web application to AWS. The application currently relies on a file share hosted in the user's on-premises network-attached storage (NAS). The solution architected has proposed migrating the IIS web servers. Which replacement to the on-promises filo share is MOST resilient and durable?,Migrate the file Share to Amazon RDS.,Migrate the tile Share to AWS Storage Gateway,Migrate the file Share to Amazon FSx dor Windows File Server.,Migrate the tile share to Amazon Elastic File System (Amazon EFS),,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
191,An application running on an Amazon EC2 instance in VPC-A needs to access files in another EC2 instance in VPC-B. Both are in separate. AWS accounts. The network administrator needs to design a solution to enable secure access to EC2 instance in VOC-B from VPC- The connectivity should not have a single point of failure or bandwidth concerns. Which solution will meet these requirements?,Set up a VPC peering connection between VPC-A and VPC-B.,Set up VPC gateway endpoints for the EC2 instance running in VPC-B.,Attach a virtual private gateway to VPC-B and enable routing from VPC-A.,Create a private virtual interface (VIF) for the EC2 instance running in VPC-B and add appropriate routes from VPC-B.,,D,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
192,A company is seeing access requests by some suspicious IP addresses. The security team discovers the requests are from different IP addresses under the same CIDR range. What should a solutions architect recommend to the team?,Add a rule in the inbound table of the security to deny the traffic from that CIDR range.,Add a rule in the outbound table of the security group to deny the traffic from that CIDR range.,Add a deny rule in the inbound table of the network ACL with a lower number than other rules.,Add a deny rule in the outbound table of the network ACL with a lower rule number than other rules.,,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
193,"A company is using a VPC peering strategy to connect its VPCs in a single Region to allow for cross- communication. A recent increase in account creations and VPCs has made it difficult to maintain the VPC peering strategy, and the company expects to grow to hundreds of VPCs. There are also new requests to create site-to-site VPNs with some of the VPCs. A solutions architect has been tasked with creating a centrally networking setup for multiple accounts, VPNS, and VPNs. Which networking solution meets these requirements?",Configure shared VPCs and VPNs and share to each other,Configure a hub-and-spoke and route all traffic through VPC peering.,Configure an AWS Direct Connect between all VPCs and VPNs.,Configure a transit gateway with AWS Transit Gateway and connected all VPCs and VPNs.,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
194,"A monolithic application was recently migrated to AWS and is now running on a single Amazon EC2 instance. Due to application limitations, it is not possible to use automatic scaling to scale out the application. The chief technology officer (CTO) wants an automated solution to restore the EC2 instance in the unlikely event the underlying hardware fails. What would allow for automatic recovery of the EC2 instance as quickly as possible?",Configure an Amazon CloudWatch alarm that triggers the recovery of the EC2 instance if it becomes impaired.,Configure an Amazon CloudWatch alarm to trigger an SNS message that alerts the CTO when the EC2 instance is impaired.,"Configure AWS CloudTrail to monitor the health of the EC2 instance, and if it becomes impaired, triggered instance recovery.",Configure an Amazon EventBridge event to trigger an AWS Lambda function once an hour that checks the health of the EC2 instance and triggers instance recovery if the EC2 instance is unhealthy.,,B,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
195,"A company has created a VPC with multiple private subnets in multiple Availability Zones (AZs) and one public subnet in one of the AZs. The public subnet is used to launch a NAT gateway. There are instance in the private subnet that use a NAT gateway to connect to the internet. In case is used of an AZ failure, the company wants to ensure that the instance are not all experiencing internet connectivity issues and that there is a backup plan ready. Which solution should a solutions architect recommend that is MOST highly available?",Create a new public subnet with a NAT gateway in the same AZ Distribute the traffic between the two NAT gateways,Create an Amazon EC2 NAT instance in a now public subnet Distribute the traffic between the NAT gateway and the NAT instance,Create public subnets In each f\Z and launch a NAT gateway in each subnet Configure the traffic from the private subnets In each A2 to the respective NAT gateway,Create an Amazon EC2 NAT instance in the same public subnet Replace the NAT gateway with the NAT instance and associate the instance with an Auto Scaling group with an appropriate scaling policy.,,A,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
196,"A company has multiple AWS accounts, for various departments. One of the departments wants to share an Amazon S3 bucket with all other department. Which solution will require the LEAST amount of effort-?",Enable cross-account S3 replication for the bucket,Create a pre signed URL tor the bucket and share it with other departments,Set the S3 bucket policy to allow cross-account access to other departments,Create 1AM users for each of the departments and configure a read-only IAM policy,,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
197,"A company collects temperature, humidity, and atmospheric pressure data in cities across multiple continents. The average volume of data collected per site each day is 500 GB. Each site has a high-speed internet connection. The company's weather forecasting applications are based in a single Region and analyze the data daily. What is the FASTEST way to aggregate data for all of these global sites?",Enable Amazon S3 Transfer Acceleration on the destination bucket. Use multipart uploads to directly upload site data to the destination bucket.,Upload site data to an Amazon S3 bucket in the closest AWS Region. Use S3 cross-Region replication to copy objects to the destination bucket.,Upload site data to an Amazon S3 bucket in the closest AWS Region. Use S3 cross-Region replication to copy objects to the destination bucket.,Upload the data to an Amazon EC2 instance in the closes Region. Store the data in an Amazon EBS volume. One a day take an EBS snapshot and copy it to the centralize Region. Restore the EBS volume in the centralized Region and run an analysis on the data daily.,,D,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
198,"A company has implemented one of its microservices on AWS Lambda that accesses an Amazon DynamoDB table named Books. A solutions architect is design an IAM policy to be attached to the Lambda function's IAM role, giving it access to put, update, and delete items in the Books table. the IAM policy must prevent function from performing any other actions on the Books table or any other. Which IAM policy would fulfill these needs and provide the LEAST privileged access?",<image>,<image>,<image>,<image>,,C,,,SAA-C02,Exam Practice ( SAA-C02 ),AWS Certified Solutions Architect Associate
